image_path,label,type,file_name,split,annotator,annotated_at
data/cropped_fields/ogrenci_numara/test_IMG_1455_HEIC.rf.SrHkgt9ZHvcPf4r8Uzos_ogrenci_numara.jpg,5039485716,ogrenci_numara,test_IMG_1455_HEIC.rf.SrHkgt9ZHvcPf4r8Uzos_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:04:04
data/cropped_fields/ogrenci_numara/test_IMG_1462_HEIC.rf.TAmGkNHLMFo4kgB7NMTu_ogrenci_numara.jpg,1827364590,ogrenci_numara,test_IMG_1462_HEIC.rf.TAmGkNHLMFo4kgB7NMTu_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:04:24
data/cropped_fields/ogrenci_numara/test_IMG_1472_HEIC.rf.TtcTLEcjptaf3Arg6YK3_ogrenci_numara.jpg,3948571026,ogrenci_numara,test_IMG_1472_HEIC.rf.TtcTLEcjptaf3Arg6YK3_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:04:43
data/cropped_fields/ogrenci_numara/test_IMG_1476_HEIC.rf.GO7hwq4rdpS1rrfDH7Bq_ogrenci_numara.jpg,3263456108,ogrenci_numara,test_IMG_1476_HEIC.rf.GO7hwq4rdpS1rrfDH7Bq_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:05:10
data/cropped_fields/ogrenci_numara/test_IMG_1478_HEIC.rf.H3SHK70fjKZj0PTJmuEq_ogrenci_numara.jpg,6374851902,ogrenci_numara,test_IMG_1478_HEIC.rf.H3SHK70fjKZj0PTJmuEq_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:05:26
data/cropped_fields/ogrenci_numara/test_IMG_1483_HEIC.rf.5l57GF3b7tXWVraXdiLe_ogrenci_numara.jpg,9102834765,ogrenci_numara,test_IMG_1483_HEIC.rf.5l57GF3b7tXWVraXdiLe_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:05:48
data/cropped_fields/ogrenci_numara/test_IMG_1493_jpg.rf.6vUxgP7UF7vO6lBGVkyl_ogrenci_numara.jpg,1029384756,ogrenci_numara,test_IMG_1493_jpg.rf.6vUxgP7UF7vO6lBGVkyl_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:06:08
data/cropped_fields/ogrenci_numara/test_IMG_1496_HEIC.rf.8lOS4xfnS7FESPkCDybb_ogrenci_numara.jpg,6928374105,ogrenci_numara,test_IMG_1496_HEIC.rf.8lOS4xfnS7FESPkCDybb_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:06:40
data/cropped_fields/ogrenci_numara/test_IMG_1499_jpg.rf.6T6AETgQ1mmY3iccfy2A_ogrenci_numara.jpg,5049382716,ogrenci_numara,test_IMG_1499_jpg.rf.6T6AETgQ1mmY3iccfy2A_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:06:51
data/cropped_fields/ogrenci_numara/test_IMG_1505_jpg.rf.9H5eiQEWxqQIbaI49er3_ogrenci_numara.jpg,6574839201,ogrenci_numara,test_IMG_1505_jpg.rf.9H5eiQEWxqQIbaI49er3_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:07:05
data/cropped_fields/ogrenci_numara/test_IMG_1522_jpg.rf.8Naqo4guaTIQ3IHTXyxd_ogrenci_numara.jpg,3948571602,ogrenci_numara,test_IMG_1522_jpg.rf.8Naqo4guaTIQ3IHTXyxd_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:07:24
data/cropped_fields/ogrenci_numara/test_IMG_1549_jpg.rf.8SHFPYH3sosXZvQucw3V_ogrenci_numara.jpg,2938475610,ogrenci_numara,test_IMG_1549_jpg.rf.8SHFPYH3sosXZvQucw3V_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:07:41
data/cropped_fields/ogrenci_numara/test_IMG_1676_jpg.rf.3vPqm4svQkcXbxfxHOvY_ogrenci_numara.jpg,231601032,ogrenci_numara,test_IMG_1676_jpg.rf.3vPqm4svQkcXbxfxHOvY_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:08:00
data/cropped_fields/ogrenci_numara/test_IMG_1687_jpg.rf.7aKjXStnMb1fftsnTPkI_ogrenci_numara.jpg,231601086,ogrenci_numara,test_IMG_1687_jpg.rf.7aKjXStnMb1fftsnTPkI_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:08:26
data/cropped_fields/ogrenci_numara/test_IMG_1694_jpg.rf.55vMArbLUxVDMIQPxkYw_ogrenci_numara.jpg,231601045,ogrenci_numara,test_IMG_1694_jpg.rf.55vMArbLUxVDMIQPxkYw_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:08:42
data/cropped_fields/ogrenci_numara/test_IMG_1698_jpg.rf.4xRFoRQHlJzIcqSWywcB_ogrenci_numara.jpg,231601040,ogrenci_numara,test_IMG_1698_jpg.rf.4xRFoRQHlJzIcqSWywcB_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:08:46
data/cropped_fields/ogrenci_numara/test_IMG_1701_jpg.rf.4SMQ8TACBmIyM3ALO795_ogrenci_numara.jpg,231601083,ogrenci_numara,test_IMG_1701_jpg.rf.4SMQ8TACBmIyM3ALO795_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:08:54
data/cropped_fields/ogrenci_numara/test_IMG_1708_jpg.rf.7iZhuXdqwh5wFxDHm3X2_ogrenci_numara.jpg,231601102,ogrenci_numara,test_IMG_1708_jpg.rf.7iZhuXdqwh5wFxDHm3X2_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:09:03
data/cropped_fields/ogrenci_numara/test_IMG_1711_jpg.rf.62fCedqcv2CNiVCmyGLF_ogrenci_numara.jpg,328826323,ogrenci_numara,test_IMG_1711_jpg.rf.62fCedqcv2CNiVCmyGLF_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:09:25
data/cropped_fields/ogrenci_numara/test_IMG_1739_jpg.rf.3srk8wPWdxl6fEVz5C0G_ogrenci_numara.jpg,643792194,ogrenci_numara,test_IMG_1739_jpg.rf.3srk8wPWdxl6fEVz5C0G_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:09:36
data/cropped_fields/ogrenci_numara/test_IMG_1742_jpg.rf.3ZqKS6dGc5rORyJJQMxW_ogrenci_numara.jpg,776843521,ogrenci_numara,test_IMG_1742_jpg.rf.3ZqKS6dGc5rORyJJQMxW_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:09:45
data/cropped_fields/ogrenci_numara/test_IMG_1748_jpg.rf.8w2jjI37EVHewPGfpqNc_ogrenci_numara.jpg,231601019,ogrenci_numara,test_IMG_1748_jpg.rf.8w2jjI37EVHewPGfpqNc_ogrenci_numara.jpg,test,mehmet,2026-07-12 17:09:55
